ACTIVEC,PRESUACCIDETRASUCE,MUERTES_REPOR_AT,NUEVAPENSIOINVA_R_AT,NUEVAPENSIOINVA_R_EL,INCAPERMAPARCIAR_AT,INCAPERMAPARCIAR_EL,RELA_DEP,RELA_INDEP,TOTAL_TRABAJADORES,TASA_ACCIDENTES,TASA_MUERTES
2592001,3,3,3,0,0,0,605.0,1450.0,2055.0,1.4599,1.4599
3711001,3,3,3,0,0,0,1825.0,205.0,2030.0,1.4778,1.4778
3108302,3,3,3,0,0,0,53.0,0.0,53.0,56.6038,56.6038
5052001,3,3,3,0,0,0,382.0,1.0,383.0,7.8329,7.8329
2201301,3,3,3,0,0,0,368.0,5.0,373.0,8.0429,8.0429
3869201,3,3,3,0,0,0,839.0,1251.0,2090.0,1.4354,1.4354
3960101,3,3,3,0,0,0,2681.0,19.0,2700.0,1.1111,1.1111
2021002,3,3,3,0,0,0,216.0,6.0,222.0,13.5135,13.5135
2021001,3,3,3,0,0,0,1602.0,117.0,1719.0,1.7452,1.7452
2016302,3,3,3,0,0,0,180.0,0.0,180.0,16.6667,16.6667
5301102,3,3,3,0,1,0,1269.0,1.0,1270.0,2.3622,2.3622
4170901,3,3,3,0,0,0,405.0,8.0,413.0,7.2639,7.2639
5331401,3,3,3,0,0,0,426.0,13.0,439.0,6.8337,6.8337
2011401,3,3,3,0,0,0,307.0,16.0,323.0,9.2879,9.2879
1881001,3,3,3,0,0,0,2070.0,526.0,2596.0,1.1556,1.1556
1852101,3,3,3,0,0,0,2593.0,69.0,2662.0,1.127,1.127
4282903,3,3,3,0,0,0,120.0,3.0,123.0,24.3902,24.3902
1799001,3,3,3,0,0,0,3118.0,49.0,3167.0,0.9473,0.9473
1692001,3,3,3,0,0,0,10440.0,595.0,11035.0,0.2719,0.2719
4259201,3,3,3,0,0,0,352.0,3.0,355.0,8.4507,8.4507
5712002,3,3,3,0,0,0,517.0,39.0,556.0,5.3957,5.3957
4151102,3,3,3,0,0,0,516.0,13.0,529.0,5.6711,5.6711
1620901,3,3,3,0,0,0,792.0,8.0,800.0,3.75,3.75
4151101,3,3,3,0,0,0,131.0,3.0,134.0,22.3881,22.3881
1477501,3,3,3,1,0,0,1289.0,1.0,1290.0,2.3256,2.3256
3282101,3,3,3,0,0,0,501.0,11.0,512.0,5.8594,5.8594
1477201,3,3,3,0,0,0,4790.0,5.0,4795.0,0.6257,0.6257
1475902,3,3,3,0,0,0,427.0,2.0,429.0,6.993,6.993
1475202,3,3,3,0,0,0,830.0,1.0,831.0,3.6101,3.6101
1475101,3,3,3,0,0,0,2405.0,6.0,2411.0,1.2443,1.2443
5861001,3,3,3,0,0,0,1007.0,211.0,1218.0,2.4631,2.4631
1466301,3,3,3,0,0,0,1247.0,4.0,1251.0,2.3981,2.3981
1464301,3,3,3,0,0,0,1109.0,3.0,1112.0,2.6978,2.6978
1461002,3,3,3,0,0,0,875.0,15.0,890.0,3.3708,3.3708
3222903,3,3,3,0,0,0,238.0,1.0,239.0,12.5523,12.5523
3239401,3,3,3,0,0,0,382.0,19.0,401.0,7.4813,7.4813
2259901,3,3,3,0,0,0,364.0,3.0,367.0,8.1744,8.1744
2141002,3,3,3,0,0,0,764.0,5.0,769.0,3.9012,3.9012
2311001,3,3,3,0,0,0,455.0,17.0,472.0,6.3559,6.3559
4492201,3,3,3,0,0,0,2102.0,197.0,2299.0,1.3049,1.3049
5239501,3,3,3,0,0,0,221.0,5.0,226.0,13.2743,13.2743
5259201,2,2,2,0,0,0,449.0,9.0,458.0,4.3668,4.3668
4532001,2,2,2,0,0,0,5594.0,75.0,5669.0,0.3528,0.3528
3281901,2,2,2,0,0,0,584.0,10.0,594.0,3.367,3.367
4259302,2,2,2,0,0,0,532.0,9.0,541.0,3.6969,3.6969
3466101,2,2,2,0,0,0,1420.0,15.0,1435.0,1.3937,1.3937
2952201,2,2,2,0,0,0,212.0,6.0,218.0,9.1743,9.1743
4282501,2,2,2,0,0,0,275.0,15.0,290.0,6.8966,6.8966
1649901,2,2,2,0,0,0,1576.0,98.0,1674.0,1.1947,1.1947
2951101,2,2,2,0,0,0,1543.0,27.0,1570.0,1.2739,1.2739
2932901,2,2,2,0,0,0,509.0,274.0,783.0,2.5543,2.5543
3014901,2,2,2,0,0,0,134.0,0.0,134.0,14.9254,14.9254
1649902,2,2,2,0,0,0,461.0,25.0,486.0,4.1152,4.1152
3279001,2,2,2,0,0,0,209.0,2.0,211.0,9.4787,9.4787
1649904,2,2,2,0,0,0,1127.0,66.0,1193.0,1.6764,1.6764
3910301,2,2,2,0,0,0,204.0,29.0,233.0,8.5837,8.5837
4239901,2,2,2,0,0,0,209.0,51.0,260.0,7.6923,7.6923
5241001,2,2,2,0,0,0,428.0,14.0,442.0,4.5249,4.5249
1781001,2,2,2,0,0,0,1680.0,9.0,1689.0,1.1841,1.1841
3722001,2,2,2,0,0,0,534.0,83.0,617.0,3.2415,3.2415
1822001,2,2,2,0,0,0,3809.0,77.0,3886.0,0.5147,0.5147
4492103,2,2,2,0,0,0,5097.0,2345.0,7442.0,0.2687,0.2687
1643201,2,2,2,0,0,0,1317.0,4.0,1321.0,1.514,1.514
5239901,2,2,2,0,0,0,106.0,0.0,106.0,18.8679,18.8679
1643101,2,2,2,0,0,0,636.0,4702.0,5338.0,0.3747,0.3747
1852201,2,2,2,0,0,0,5504.0,11.0,5515.0,0.3626,0.3626
4131201,2,2,2,0,0,0,266.0,0.0,266.0,7.5188,7.5188
1464101,2,2,2,0,0,0,1836.0,2.0,1838.0,1.0881,1.0881
3110101,2,2,2,0,0,0,175.0,46.0,221.0,9.0498,9.0498
4802001,2,2,2,0,0,0,1383.0,51.0,1434.0,1.3947,1.3947
3282901,2,2,2,0,0,0,148.0,4.0,152.0,13.1579,13.1579
1465901,2,2,2,0,0,0,695.0,12.0,707.0,2.8289,2.8289
5012901,2,2,2,0,0,0,371.0,0.0,371.0,5.3908,5.3908
5016101,2,2,2,1,0,0,1318.0,34.0,1352.0,1.4793,1.4793
3282201,2,2,2,0,0,0,134.0,1.0,135.0,14.8148,14.8148
3900701,2,2,2,0,0,0,888.0,531.0,1419.0,1.4094,1.4094
3106202,2,2,2,0,0,0,435.0,6.0,441.0,4.5351,4.5351
3161003,2,2,2,0,0,0,102.0,0.0,102.0,19.6078,19.6078
5239401,2,2,2,0,0,0,309.0,1.0,310.0,6.4516,6.4516
5842301,2,2,2,0,0,0,1846.0,974.0,2820.0,0.7092,0.7092
1479901,2,2,2,0,0,0,2151.0,5.0,2156.0,0.9276,0.9276
1620101,2,2,2,0,0,0,11822.0,1905.0,13727.0,0.1457,0.1457
1620201,2,2,2,0,0,0,1545.0,1067.0,2612.0,0.7657,0.7657
3201101,2,2,2,0,0,0,61.0,0.0,61.0,32.7869,32.7869
3161002,2,2,2,0,0,0,102.0,1.0,103.0,19.4175,19.4175
2143001,2,2,2,0,0,0,57.0,0.0,57.0,35.0877,35.0877
3266001,2,2,2,0,0,0,439.0,1.0,440.0,4.5455,4.5455
4522902,2,2,2,0,0,0,621.0,6.0,627.0,3.1898,3.1898
2012801,2,2,2,0,0,0,441.0,3.0,444.0,4.5045,4.5045
4522101,2,2,2,0,0,0,349.0,43.0,392.0,5.102,5.102
2013001,2,2,2,0,0,0,307.0,5.0,312.0,6.4103,6.4103
3931903,2,2,2,0,0,0,375.0,2073.0,2448.0,0.817,0.817
5091001,2,2,2,0,0,0,1155.0,11.0,1166.0,1.7153,1.7153
5091002,2,2,2,0,0,0,310.0,1.0,311.0,6.4309,6.4309
3381102,2,2,2,0,0,0,148.0,8.0,156.0,12.8205,12.8205
5301101,2,2,2,0,0,0,211.0,1.0,212.0,9.434,9.434
5243101,2,2,2,0,0,0,406.0,21.0,427.0,4.6838,4.6838
5282401,2,2,2,0,0,0,202.0,1.0,203.0,9.8522,9.8522
3239601,2,2,2,0,0,0,197.0,4.0,201.0,9.9502,9.9502
2613001,2,2,2,0,0,0,86.0,11.0,97.0,20.6186,20.6186
2602001,2,2,2,0,0,0,518.0,1344.0,1862.0,1.0741,1.0741
2601001,2,2,2,0,0,0,1156.0,6.0,1162.0,1.7212,1.7212
3151301,2,2,2,0,0,0,272.0,3.0,275.0,7.2727,7.2727
3619001,2,2,2,0,0,0,1829.0,18.0,1847.0,1.0828,1.0828
2108101,2,2,2,0,0,0,1281.0,4.0,1285.0,1.5564,1.5564
4466401,2,2,2,0,0,0,1029.0,11.0,1040.0,1.9231,1.9231
2022001,2,2,2,0,0,0,184.0,13.0,197.0,10.1523,10.1523
4201101,2,2,2,0,0,0,96.0,0.0,96.0,20.8333,20.8333
4231001,2,2,2,0,0,0,198.0,1.0,199.0,10.0503,10.0503
5259901,2,2,2,0,0,0,252.0,16.0,268.0,7.4627,7.4627
5332001,2,2,2,0,0,0,221.0,1.0,222.0,9.009,9.009
5382201,2,2,2,0,0,0,67.0,3.0,70.0,28.5714,28.5714
3259101,2,2,2,0,0,0,155.0,1.0,156.0,12.8205,12.8205
2141004,2,2,2,0,0,0,919.0,3.0,922.0,2.1692,2.1692
4293002,2,2,2,0,0,0,63.0,2.0,65.0,30.7692,30.7692
2466901,2,2,2,0,0,0,1693.0,36.0,1729.0,1.1567,1.1567
5431101,2,2,2,0,0,0,594.0,4.0,598.0,3.3445,3.3445
1949903,2,2,2,0,0,0,1044.0,670.0,1714.0,1.1669,1.1669
5081202,2,2,2,0,0,0,195.0,3.0,198.0,10.101,10.101
2011103,2,2,2,0,0,0,63.0,0.0,63.0,31.746,31.746
3329001,2,2,2,0,0,0,947.0,3.0,950.0,2.1053,2.1053
3259201,2,2,2,0,0,0,328.0,4.0,332.0,6.0241,6.0241
3325004,1,1,1,0,0,0,84.0,1.0,85.0,11.7647,11.7647
3271101,1,1,1,0,0,0,98.0,0.0,98.0,10.2041,10.2041
4259905,1,1,1,0,0,0,49.0,0.0,49.0,20.4082,20.4082
3170201,1,1,1,0,0,0,391.0,9.0,400.0,2.5,2.5
3461001,1,1,1,0,0,0,451.0,3.0,454.0,2.2026,2.2026
3202907,1,1,1,0,0,0,44.0,1.0,45.0,22.2222,22.2222
3353001,1,1,1,0,0,0,60.0,0.0,60.0,16.6667,16.6667
3432202,1,1,1,0,0,0,1177.0,57.0,1234.0,0.8104,0.8104
3141001,1,1,1,0,0,0,721.0,0.0,721.0,1.387,1.387
3139401,1,1,1,0,0,0,190.0,0.0,190.0,5.2632,5.2632
4282901,1,1,1,0,0,0,322.0,1.0,323.0,3.096,3.096
4502101,1,1,1,0,0,0,369.0,4.0,373.0,2.681,2.681
4239306,1,1,1,0,0,0,35.0,8.0,43.0,23.2558,23.2558
3432201,1,1,1,0,0,0,396.0,44.0,440.0,2.2727,2.2727
3267001,1,1,1,0,0,0,190.0,0.0,190.0,5.2632,5.2632
4274001,1,1,1,0,0,0,326.0,1.0,327.0,3.0581,3.0581
3259301,1,1,1,0,0,0,174.0,0.0,174.0,5.7471,5.7471
4381201,1,1,1,0,0,0,75.0,0.0,75.0,13.3333,13.3333
4502201,1,1,1,0,0,0,183.0,5.0,188.0,5.3191,5.3191
3109002,1,1,1,0,0,0,57.0,0.0,57.0,17.5439,17.5439
4259301,1,1,1,0,0,0,117.0,2.0,119.0,8.4034,8.4034
4501101,1,1,1,0,0,0,159.0,6.0,165.0,6.0606,6.0606
3139201,1,1,1,0,0,0,526.0,5.0,531.0,1.8832,1.8832
4501201,1,1,1,0,0,0,32.0,1.0,33.0,30.303,30.303
4259202,1,1,1,0,0,0,22.0,0.0,22.0,45.4545,45.4545
3321003,1,1,1,0,0,0,69.0,1.0,70.0,14.2857,14.2857
3151203,1,1,1,0,0,0,127.0,0.0,127.0,7.874,7.874
3275001,1,1,1,0,0,0,299.0,2.0,301.0,3.3223,3.3223
3324001,1,1,1,0,0,0,639.0,0.0,639.0,1.5649,1.5649
4332001,1,1,1,0,0,0,106.0,1.0,107.0,9.3458,9.3458
3309201,1,1,1,0,0,0,105.0,0.0,105.0,9.5238,9.5238
3108903,1,1,1,0,0,0,66.0,0.0,66.0,15.1515,15.1515
2016203,1,1,1,0,0,0,267.0,1.0,268.0,3.7313,3.7313
1854201,1,1,1,0,0,0,406.0,88.0,494.0,2.0243,2.0243
5431201,1,1,1,0,0,0,1443.0,10.0,1453.0,0.6882,0.6882
1900401,1,1,1,0,0,0,161.0,5.0,166.0,6.0241,6.0241
1910101,1,1,1,0,0,0,746.0,497.0,1243.0,0.8045,0.8045
1910201,1,1,1,0,0,0,219.0,270.0,489.0,2.045,2.045
1960201,1,1,1,0,0,0,1929.0,25.0,1954.0,0.5118,0.5118
2011302,1,1,1,0,0,0,152.0,0.0,152.0,6.5789,6.5789
5351102,1,1,1,0,0,0,160.0,24.0,184.0,5.4348,5.4348
2012103,1,1,1,0,0,0,57.0,0.0,57.0,17.5439,17.5439
4170902,1,1,1,0,0,0,49.0,0.0,49.0,20.4082,20.4082
2016301,1,1,1,0,0,0,62.0,0.0,62.0,16.129,16.129
2139102,1,1,1,0,0,0,72.0,0.0,72.0,13.8889,13.8889
5282201,1,1,1,0,0,0,122.0,25.0,147.0,6.8027,6.8027
5281904,1,1,1,0,0,0,237.0,2.0,239.0,4.1841,4.1841
2022002,1,1,1,0,0,0,41.0,0.0,41.0,24.3902,24.3902
5281901,1,1,1,0,0,0,242.0,33.0,275.0,3.6364,3.6364
5281601,1,1,1,0,0,0,136.0,1.0,137.0,7.2993,7.2993
2024004,1,1,1,0,0,0,51.0,0.0,51.0,19.6078,19.6078
5281201,1,1,1,0,0,0,49.0,4.0,53.0,18.8679,18.8679
2101103,1,1,1,0,0,0,50.0,1.0,51.0,19.6078,19.6078
2105101,1,1,1,0,0,0,369.0,3.0,372.0,2.6882,2.6882
2131301,1,1,1,0,0,0,826.0,1.0,827.0,1.2092,1.2092
1841202,1,1,1,0,0,0,111.0,170.0,281.0,3.5587,3.5587
1791101,1,1,1,0,0,0,4124.0,538.0,4662.0,0.2145,0.2145
1772201,1,1,1,0,0,0,270.0,0.0,270.0,3.7037,3.7037
1732001,1,1,1,0,0,0,941.0,66.0,1007.0,0.993,0.993
5931201,1,1,1,0,0,0,85.0,9.0,94.0,10.6383,10.6383
1454201,1,1,1,0,0,0,306.0,2.0,308.0,3.2468,3.2468
1463102,1,1,1,0,0,0,393.0,23.0,416.0,2.4038,2.4038
1464401,1,1,1,0,0,0,1122.0,4.0,1126.0,0.8881,0.8881
1464402,1,1,1,0,0,0,121.0,37.0,158.0,6.3291,6.3291
1464502,1,1,1,0,0,0,1326.0,15.0,1341.0,0.7457,0.7457
5869201,1,1,1,0,0,0,482.0,101.0,583.0,1.7153,1.7153
1466901,1,1,1,0,0,0,503.0,5.0,508.0,1.9685,1.9685
1474101,1,1,1,0,0,0,4883.0,18.0,4901.0,0.204,0.204
1479101,1,1,1,0,0,0,1159.0,0.0,1159.0,0.8628,0.8628
1649101,1,1,1,0,0,0,117.0,0.0,117.0,8.547,8.547
1649201,1,1,1,0,0,0,3008.0,2.0,3010.0,0.3322,0.3322
5712001,1,1,1,0,0,0,778.0,33.0,811.0,1.233,1.233
1649501,1,1,1,0,0,0,367.0,911.0,1278.0,0.7825,0.7825
4103004,1,1,1,0,0,0,107.0,0.0,107.0,9.3458,9.3458
5522201,1,1,1,0,0,0,176.0,7.0,183.0,5.4645,5.4645
5493001,1,1,1,0,0,0,183.0,0.0,183.0,5.4645,5.4645
5461001,1,1,1,0,0,0,21.0,0.0,21.0,47.619,47.619
1661401,1,1,1,0,0,0,311.0,1.0,312.0,3.2051,3.2051
1661901,1,1,1,0,0,0,1427.0,205.0,1632.0,0.6127,0.6127
1721001,1,1,1,0,0,0,453.0,247.0,700.0,1.4286,1.4286
2139101,1,1,1,0,0,0,347.0,1.0,348.0,2.8736,2.8736
2032101,1,1,1,0,0,0,670.0,8.0,678.0,1.4749,1.4749
2139201,1,1,1,0,0,0,751.0,3.0,754.0,1.3263,1.3263
3581301,1,1,1,1,0,0,268.0,31.0,299.0,3.3445,3.3445
4202901,1,1,1,0,0,0,47.0,0.0,47.0,21.2766,21.2766
2872001,1,1,1,0,0,0,270.0,111.0,381.0,2.6247,2.6247
2871001,1,1,1,0,0,0,425.0,7.0,432.0,2.3148,2.3148
2433001,1,1,1,0,0,0,124.0,3.0,127.0,7.874,7.874
5081103,1,1,1,0,0,0,1205.0,0.0,1205.0,0.8299,0.8299
2773004,1,1,1,0,0,0,150.0,0.0,150.0,6.6667,6.6667
3783001,1,1,1,0,0,0,1436.0,25.0,1461.0,0.6845,0.6845
2749001,1,1,1,0,0,0,691.0,69.0,760.0,1.3158,1.3158
2952101,1,1,1,0,0,0,299.0,4.0,303.0,3.3003,3.3003
2521001,1,1,1,0,0,0,1607.0,17.0,1624.0,0.6158,0.6158
2742001,1,1,1,0,0,0,592.0,10.0,602.0,1.6611,1.6611
2551301,1,1,1,0,0,0,947.0,2.0,949.0,1.0537,1.0537
5163003,1,1,1,0,0,0,14.0,0.0,14.0,71.4286,71.4286
2721001,1,1,1,0,0,0,648.0,591.0,1239.0,0.8071,0.8071
2662101,1,1,1,0,0,0,2164.0,91.0,2255.0,0.4435,0.4435
2559001,1,1,1,0,0,0,44.0,0.0,44.0,22.7273,22.7273
3829201,1,1,1,0,0,0,182.0,2.0,184.0,5.4348,5.4348
2879002,1,1,1,1,0,0,9.0,64.0,73.0,13.6986,13.6986
2329001,1,1,1,0,0,0,457.0,4.0,461.0,2.1692,2.1692
2960902,1,1,1,0,0,0,114.0,2.0,116.0,8.6207,8.6207
4201202,1,1,1,0,0,0,89.0,4.0,93.0,10.7527,10.7527
3492301,1,1,1,0,0,0,220.0,3.0,223.0,4.4843,4.4843
4960301,1,1,1,0,0,0,111.0,5.0,116.0,8.6207,8.6207
2152101,1,1,1,0,0,0,335.0,2.0,337.0,2.9674,2.9674
2152201,1,1,1,0,0,0,116.0,2.0,118.0,8.4746,8.4746
3102003,1,1,1,0,0,0,123.0,0.0,123.0,8.1301,8.1301
3101201,1,1,1,0,0,0,499.0,18.0,517.0,1.9342,1.9342
2181101,1,1,1,0,0,0,430.0,3.0,433.0,2.3095,2.3095
5239601,1,1,1,0,0,0,202.0,7.0,209.0,4.7847,4.7847
3551901,1,1,1,0,0,0,99.0,0.0,99.0,10.101,10.101
2202901,1,1,1,0,0,0,157.0,0.0,157.0,6.3694,6.3694
3900801,1,1,1,0,0,0,281.0,3.0,284.0,3.5211,3.5211
4202201,1,1,1,0,0,0,474.0,8.0,482.0,2.0747,2.0747
5071002,1,1,1,0,0,0,16.0,0.0,16.0,62.5,62.5
5202101,1,1,1,0,0,0,176.0,1.0,177.0,5.6497,5.6497
2591401,1,1,1,0,0,0,296.0,1.0,297.0,3.367,3.367
4221201,0,0,0,0,0,0,17.0,0.0,17.0,0.0,0.0
4139902,0,0,0,0,0,0,8.0,0.0,8.0,0.0,0.0
4221101,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
4221901,0,0,0,0,0,0,213.0,5.0,218.0,0.0,0.0
4242901,0,0,0,0,0,0,57.0,0.0,57.0,0.0,0.0
4202906,0,0,0,0,0,0,9.0,0.0,9.0,0.0,0.0
4202904,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
4202905,0,0,0,0,0,0,7.0,0.0,7.0,0.0,0.0
4239504,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
4192102,0,0,0,0,0,0,0.0,0.0,0.0,,
4192101,0,0,0,0,0,0,15.0,1.0,16.0,0.0,0.0
4181104,0,0,0,0,0,0,25.0,0.0,25.0,0.0,0.0
4181103,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
4221902,0,0,0,0,0,0,199.0,0.0,199.0,0.0,0.0
4259903,0,0,0,0,0,0,51.0,2.0,53.0,0.0,0.0
4181102,0,0,0,0,0,0,169.0,2.0,171.0,0.0,0.0
4181101,0,0,0,0,0,0,636.0,10.0,646.0,0.0,0.0
4170903,0,0,0,0,0,0,11.0,0.0,11.0,0.0,0.0
4202202,0,0,0,0,0,0,34.0,0.0,34.0,0.0,0.0
4170201,0,0,0,0,0,0,132.0,0.0,132.0,0.0,0.0
4231002,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
4170101,0,0,0,0,0,0,5.0,0.0,5.0,0.0,0.0
4239101,0,0,0,0,0,0,387.0,2.0,389.0,0.0,0.0
4239102,0,0,0,0,0,0,16.0,3.0,19.0,0.0,0.0
4239301,0,0,0,0,0,0,43.0,0.0,43.0,0.0,0.0
4202902,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
4239303,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
4201104,0,0,0,0,0,0,16.0,0.0,16.0,0.0,0.0
4239502,0,0,0,0,0,0,46.0,6.0,52.0,0.0,0.0
4162002,0,0,0,0,0,0,0.0,0.0,0.0,,
1131201,0,0,0,0,0,0,89.0,2.0,91.0,0.0,0.0
5091005,0,0,0,0,0,0,22.0,0.0,22.0,0.0,0.0
4259904,0,0,0,0,0,0,53.0,0.0,53.0,0.0,0.0
5202102,0,0,0,0,0,0,15.0,0.0,15.0,0.0,0.0
5243102,0,0,0,0,0,0,12.0,0.0,12.0,0.0,0.0
5242903,0,0,0,0,0,0,0.0,0.0,0.0,,
5242902,0,0,0,0,0,0,248.0,0.0,248.0,0.0,0.0
5242901,0,0,0,0,0,0,61.0,0.0,61.0,0.0,0.0
5241006,0,0,0,0,0,0,0.0,0.0,0.0,,
5241004,0,0,0,0,0,0,2.0,0.0,2.0,0.0,0.0
5241003,0,0,0,0,0,0,0.0,0.0,0.0,,
5241002,0,0,0,0,0,0,15.0,0.0,15.0,0.0,0.0
5239902,0,0,0,0,0,0,0.0,0.0,0.0,,
5231002,0,0,0,0,0,0,11.0,0.0,11.0,0.0,0.0
5231001,0,0,0,0,0,0,78.0,2.0,80.0,0.0,0.0
5202902,0,0,0,0,0,0,32.0,0.0,32.0,0.0,0.0
5202901,0,0,0,0,0,0,25.0,0.0,25.0,0.0,0.0
5201402,0,0,0,0,0,0,5.0,0.0,5.0,0.0,0.0
5091004,0,0,0,0,0,0,148.0,0.0,148.0,0.0,0.0
5201301,0,0,0,0,0,0,156.0,5.0,161.0,0.0,0.0
5201103,0,0,0,0,0,0,106.0,2.0,108.0,0.0,0.0
5201102,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
5201101,0,0,0,0,0,0,9.0,0.0,9.0,0.0,0.0
5192105,0,0,0,0,0,0,8.0,0.0,8.0,0.0,0.0
5192104,0,0,0,0,0,0,8.0,0.0,8.0,0.0,0.0
5192103,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
5192102,0,0,0,0,0,0,29.0,0.0,29.0,0.0,0.0
5192101,0,0,0,0,0,0,22.0,0.0,22.0,0.0,0.0
5163002,0,0,0,0,0,0,9.0,0.0,9.0,0.0,0.0
5131201,0,0,0,0,0,0,2.0,0.0,2.0,0.0,0.0
5099002,0,0,0,0,0,0,345.0,0.0,345.0,0.0,0.0
5099001,0,0,0,0,0,0,141.0,11.0,152.0,0.0,0.0
5251201,0,0,0,0,0,0,339.0,13.0,352.0,0.0,0.0
5251301,0,0,0,0,0,0,23.0,0.0,23.0,0.0,0.0
5259101,0,0,0,0,0,0,180.0,0.0,180.0,0.0,0.0
5266001,0,0,0,0,0,0,14.0,0.0,14.0,0.0,0.0
5910201,0,0,0,0,0,0,14.0,0.0,14.0,0.0,0.0
5900501,0,0,0,0,0,0,14.0,0.0,14.0,0.0,0.0
5842304,0,0,0,0,0,0,0.0,0.0,0.0,,
5842303,0,0,0,0,0,0,0.0,0.0,0.0,,
5842203,0,0,0,0,0,0,14.0,52.0,66.0,0.0,0.0
5842202,0,0,0,0,0,0,0.0,5.0,5.0,0.0,0.0
5812902,0,0,0,0,0,0,111.0,2.0,113.0,0.0,0.0
5803001,0,0,0,0,0,0,11.0,0.0,11.0,0.0,0.0
5712003,0,0,0,0,0,0,71.0,0.0,71.0,0.0,0.0
5681001,0,0,0,0,0,0,604.0,2.0,606.0,0.0,0.0
5521001,0,0,0,0,0,0,40.0,0.0,40.0,0.0,0.0
5439003,0,0,0,0,0,0,58.0,0.0,58.0,0.0,0.0
5433004,0,0,0,0,0,0,612.0,40.0,652.0,0.0,0.0
5431203,0,0,0,0,0,0,112.0,0.0,112.0,0.0,0.0
5351103,0,0,0,0,0,0,7.0,0.0,7.0,0.0,0.0
5331301,0,0,0,0,0,0,88.0,5.0,93.0,0.0,0.0
5301202,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
5301201,0,0,0,0,0,0,112.0,0.0,112.0,0.0,0.0
5301103,0,0,0,0,0,0,0.0,0.0,0.0,,
5282402,0,0,0,0,0,0,5.0,0.0,5.0,0.0,0.0
5282301,0,0,0,0,0,0,72.0,0.0,72.0,0.0,0.0
5281903,0,0,0,0,0,0,18.0,0.0,18.0,0.0,0.0
5281902,0,0,0,0,0,0,8.0,0.0,8.0,0.0,0.0
