ACTIVEC,PRESUACCIDETRASUCE,MUERTES_REPOR_AT,NUEVAPENSIOINVA_R_AT,NUEVAPENSIOINVA_R_EL,INCAPERMAPARCIAR_AT,INCAPERMAPARCIAR_EL,RELA_DEP,RELA_INDEP,TOTAL_TRABAJADORES,TASA_ACCIDENTES,TASA_MUERTES
5281602,0,0,0,0,0,0,14.0,1.0,15.0,0.0,0.0
5281401,0,0,0,0,0,0,44.0,0.0,44.0,0.0,0.0
5281301,0,0,0,0,0,0,54.0,1.0,55.0,0.0,0.0
5281101,0,0,0,0,0,0,2.0,0.0,2.0,0.0,0.0
4131204,0,0,0,0,0,0,12.0,0.0,12.0,0.0,0.0
5091003,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
4262001,0,0,0,0,0,0,5.0,1.0,6.0,0.0,0.0
4302003,0,0,0,0,0,0,76.0,2.0,78.0,0.0,0.0
4466901,0,0,0,0,0,0,54.0,0.0,54.0,0.0,0.0
4461001,0,0,0,0,0,0,142.0,2.0,144.0,0.0,0.0
4411101,0,0,0,0,0,0,527.0,11.0,538.0,0.0,0.0
4382101,0,0,0,0,0,0,117.0,4.0,121.0,0.0,0.0
4352001,0,0,0,0,0,0,297.0,16.0,313.0,0.0,0.0
4331501,0,0,0,0,0,0,325.0,0.0,325.0,0.0,0.0
4331101,0,0,0,0,0,0,489.0,1.0,490.0,0.0,0.0
4329002,0,0,0,0,0,0,31.0,0.0,31.0,0.0,0.0
4329001,0,0,0,0,0,0,51.0,0.0,51.0,0.0,0.0
4321001,0,0,0,0,0,0,24.0,0.0,24.0,0.0,0.0
4309101,0,0,0,0,0,0,43.0,0.0,43.0,0.0,0.0
4303007,0,0,0,0,0,0,0.0,0.0,0.0,,
4303001,0,0,0,0,0,0,19.0,8.0,27.0,0.0,0.0
4302001,0,0,0,0,0,0,0.0,0.0,0.0,,
5089901,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
4291002,0,0,0,0,0,0,5.0,0.0,5.0,0.0,0.0
4291001,0,0,0,0,0,0,6.0,0.0,6.0,0.0,0.0
4282603,0,0,0,0,0,0,19.0,0.0,19.0,0.0,0.0
4282601,0,0,0,0,0,0,13.0,0.0,13.0,0.0,0.0
4282505,0,0,0,0,0,0,50.0,0.0,50.0,0.0,0.0
4282504,0,0,0,0,0,0,30.0,2.0,32.0,0.0,0.0
4282502,0,0,0,0,0,0,3.0,2.0,5.0,0.0,0.0
4281501,0,0,0,0,0,0,69.0,0.0,69.0,0.0,0.0
4281101,0,0,0,0,0,0,7.0,0.0,7.0,0.0,0.0
4275001,0,0,0,0,0,0,66.0,3.0,69.0,0.0,0.0
4273101,0,0,0,0,0,0,73.0,0.0,73.0,0.0,0.0
4272002,0,0,0,0,0,0,0.0,0.0,0.0,,
4272001,0,0,0,0,0,0,26.0,0.0,26.0,0.0,0.0
4475901,0,0,0,0,0,0,193.0,0.0,193.0,0.0,0.0
4491101,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
4491201,0,0,0,0,0,0,2.0,0.0,2.0,0.0,0.0
4492104,0,0,0,0,0,0,1199.0,40.0,1239.0,0.0,0.0
5081207,0,0,0,0,0,0,0.0,0.0,0.0,,
5081206,0,0,0,0,0,0,0.0,0.0,0.0,,
5081205,0,0,0,0,0,0,8.0,0.0,8.0,0.0,0.0
5081204,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
5081105,0,0,0,0,0,0,120.0,0.0,120.0,0.0,0.0
5081104,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0
5081102,0,0,0,0,0,0,120.0,0.0,120.0,0.0,0.0
5072102,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
5072101,0,0,0,0,0,0,5.0,0.0,5.0,0.0,0.0
5071001,0,0,0,0,0,0,10.0,0.0,10.0,0.0,0.0
5061003,0,0,0,0,0,0,0.0,0.0,0.0,,
5052003,0,0,0,0,0,0,0.0,0.0,0.0,,
5052002,0,0,0,0,0,0,2.0,0.0,2.0,0.0,0.0
4852301,0,0,0,0,0,0,45.0,8.0,53.0,0.0,0.0
4829201,0,0,0,0,0,0,31.0,0.0,31.0,0.0,0.0
4812901,0,0,0,0,0,0,1659.0,14.0,1673.0,0.0,0.0
4742001,0,0,0,0,0,0,13.0,1.0,14.0,0.0,0.0
4639101,0,0,0,0,0,0,26.0,2.0,28.0,0.0,0.0
4531002,0,0,0,0,0,0,29.0,0.0,29.0,0.0,0.0
4522102,0,0,0,0,0,0,491.0,59.0,550.0,0.0,0.0
4512201,0,0,0,0,0,0,22.0,1.0,23.0,0.0,0.0
4512101,0,0,0,0,0,0,41.0,2.0,43.0,0.0,0.0
4511203,0,0,0,0,0,0,0.0,0.0,0.0,,
4511202,0,0,0,0,0,0,54.0,3.0,57.0,0.0,0.0
4511201,0,0,0,0,0,0,96.0,0.0,96.0,0.0,0.0
4511101,0,0,0,0,0,0,228.0,46.0,274.0,0.0,0.0
4501102,0,0,0,0,0,0,31.0,4.0,35.0,0.0,0.0
4131301,0,0,0,0,0,0,36.0,0.0,36.0,0.0,0.0
3210003,0,0,0,0,0,0,40.0,0.0,40.0,0.0,0.0
4131202,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
2202302,0,0,0,0,0,0,2.0,1.0,3.0,0.0,0.0
2151201,0,0,0,0,0,0,122.0,1.0,123.0,0.0,0.0
2169001,0,0,0,0,0,0,168.0,0.0,168.0,0.0,0.0
2170201,0,0,0,0,0,0,145.0,0.0,145.0,0.0,0.0
2170902,0,0,0,0,0,0,18.0,0.0,18.0,0.0,0.0
2181201,0,0,0,0,0,0,300.0,1.0,301.0,0.0,0.0
2182001,0,0,0,0,0,0,55.0,2.0,57.0,0.0,0.0
2202301,0,0,0,0,0,0,337.0,2.0,339.0,0.0,0.0
2202902,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
2141003,0,0,0,0,0,0,28.0,1.0,29.0,0.0,0.0
2221901,0,0,0,0,0,0,48.0,1.0,49.0,0.0,0.0
2267001,0,0,0,0,0,0,128.0,0.0,128.0,0.0,0.0
2311002,0,0,0,0,0,0,201.0,1.0,202.0,0.0,0.0
2322001,0,0,0,0,0,0,15.0,0.0,15.0,0.0,0.0
2323001,0,0,0,0,0,0,188.0,0.0,188.0,0.0,0.0
2323003,0,0,0,0,0,0,15.0,0.0,15.0,0.0,0.0
2331101,0,0,0,0,0,0,20.0,1.0,21.0,0.0,0.0
2142001,0,0,0,0,0,0,179.0,0.0,179.0,0.0,0.0
2139902,0,0,0,0,0,0,47.0,3.0,50.0,0.0,0.0
4131101,0,0,0,0,0,0,9.0,0.0,9.0,0.0,0.0
2102005,0,0,0,0,0,0,9.0,1.0,10.0,0.0,0.0
2024003,0,0,0,0,0,0,5.0,0.0,5.0,0.0,0.0
2032102,0,0,0,0,0,0,35.0,0.0,35.0,0.0,0.0
2032103,0,0,0,0,0,0,18.0,0.0,18.0,0.0,0.0
2032202,0,0,0,0,0,0,33.0,1.0,34.0,0.0,0.0
2102002,0,0,0,0,0,0,71.0,2.0,73.0,0.0,0.0
2102003,0,0,0,0,0,0,19.0,0.0,19.0,0.0,0.0
2102004,0,0,0,0,0,0,3.0,0.0,3.0,0.0,0.0
2104002,0,0,0,0,0,0,14.0,0.0,14.0,0.0,0.0
2139901,0,0,0,0,0,0,50.0,1.0,51.0,0.0,0.0
2104003,0,0,0,0,0,0,127.0,4.0,131.0,0.0,0.0
2105201,0,0,0,0,0,0,116.0,1.0,117.0,0.0,0.0
2108902,0,0,0,0,0,0,6.0,2.0,8.0,0.0,0.0
2108903,0,0,0,0,0,0,199.0,1.0,200.0,0.0,0.0
2139202,0,0,0,0,0,0,40.0,2.0,42.0,0.0,0.0
2139203,0,0,0,0,0,0,7.0,0.0,7.0,0.0,0.0
2139301,0,0,0,0,0,0,13.0,0.0,13.0,0.0,0.0
2331301,0,0,0,0,0,0,151.0,3.0,154.0,0.0,0.0
2331901,0,0,0,0,0,0,260.0,0.0,260.0,0.0,0.0
2332001,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0
2773008,0,0,0,0,0,0,6.0,0.0,6.0,0.0,0.0
2749002,0,0,0,0,0,0,133.0,15.0,148.0,0.0,0.0
2771001,0,0,0,0,0,0,495.0,3.0,498.0,0.0,0.0
2772101,0,0,0,0,0,0,44.0,2.0,46.0,0.0,0.0
2773001,0,0,0,0,0,0,139.0,4.0,143.0,0.0,0.0
2773002,0,0,0,0,0,0,24.0,0.0,24.0,0.0,0.0
2773003,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
2773007,0,0,0,0,0,0,62.0,0.0,62.0,0.0,0.0
2773009,0,0,0,0,0,0,8.0,0.0,8.0,0.0,0.0
2451101,0,0,0,0,0,0,422.0,2.0,424.0,0.0,0.0
2773010,0,0,0,0,0,0,126.0,6.0,132.0,0.0,0.0
2801001,0,0,0,0,0,0,15.0,0.0,15.0,0.0,0.0
2821901,0,0,0,0,0,0,94.0,2.0,96.0,0.0,0.0
2829901,0,0,0,0,0,0,690.0,0.0,690.0,0.0,0.0
2851201,0,0,0,0,0,0,1321.0,23.0,1344.0,0.0,0.0
2862202,0,0,0,0,0,0,321.0,2.0,323.0,0.0,0.0
2900201,0,0,0,0,0,0,718.0,52.0,770.0,0.0,0.0
2741001,0,0,0,0,0,0,808.0,7.0,815.0,0.0,0.0
2662902,0,0,0,0,0,0,50.0,0.0,50.0,0.0,0.0
2662901,0,0,0,0,0,0,82.0,1.0,83.0,0.0,0.0
2662102,0,0,0,0,0,0,363.0,18.0,381.0,0.0,0.0
2451201,0,0,0,0,0,0,688.0,9.0,697.0,0.0,0.0
2465201,0,0,0,0,0,0,690.0,3.0,693.0,0.0,0.0
2465901,0,0,0,0,0,0,107.0,0.0,107.0,0.0,0.0
2465903,0,0,0,0,0,0,177.0,0.0,177.0,0.0,0.0
2466201,0,0,0,0,0,0,252.0,3.0,255.0,0.0,0.0
2551201,0,0,0,0,0,0,99.0,0.0,99.0,0.0,0.0
2551401,0,0,0,0,0,0,334.0,15.0,349.0,0.0,0.0
2552001,0,0,0,0,0,0,10.0,0.0,10.0,0.0,0.0
2591101,0,0,0,0,0,0,725.0,94.0,819.0,0.0,0.0
2591201,0,0,0,0,0,0,15.0,2.0,17.0,0.0,0.0
2591202,0,0,0,0,0,0,2.0,0.0,2.0,0.0,0.0
2591301,0,0,0,0,0,0,38.0,3.0,41.0,0.0,0.0
2592002,0,0,0,0,0,0,8.0,0.0,8.0,0.0,0.0
2652201,0,0,0,0,0,0,285.0,20.0,305.0,0.0,0.0
2653101,0,0,0,0,0,0,54.0,45.0,99.0,0.0,0.0
2024002,0,0,0,0,0,0,55.0,0.0,55.0,0.0,0.0
2023002,0,0,0,0,0,0,0.0,0.0,0.0,,
2023001,0,0,0,0,0,0,8.0,12.0,20.0,0.0,0.0
1651401,0,0,0,0,0,0,27.0,0.0,27.0,0.0,0.0
1642101,0,0,0,0,0,0,256.0,1.0,257.0,0.0,0.0
1642201,0,0,0,0,0,0,65.0,0.0,65.0,0.0,0.0
1642301,0,0,0,0,0,0,643.0,151.0,794.0,0.0,0.0
1649301,0,0,0,0,0,0,239.0,1.0,240.0,0.0,0.0
1649401,0,0,0,0,0,0,95.0,0.0,95.0,0.0,0.0
1649903,0,0,0,0,0,0,70.0,0.0,70.0,0.0,0.0
1651301,0,0,0,0,0,0,79.0,0.0,79.0,0.0,0.0
1661101,0,0,0,0,0,0,40.0,1.0,41.0,0.0,0.0
1781002,0,0,0,0,0,0,0.0,0.0,0.0,,
1661102,0,0,0,0,0,0,14.0,0.0,14.0,0.0,0.0
1661201,0,0,0,0,0,0,332.0,2.0,334.0,0.0,0.0
1661301,0,0,0,0,0,0,367.0,1.0,368.0,0.0,0.0
1661501,0,0,0,0,0,0,80.0,1.0,81.0,0.0,0.0
1663001,0,0,0,0,0,0,62.0,0.0,62.0,0.0,0.0
1772901,0,0,0,0,0,0,251.0,3.0,254.0,0.0,0.0
1772902,0,0,0,0,0,0,32.0,1.0,33.0,0.0,0.0
1641101,0,0,0,0,0,0,52.0,0.0,52.0,0.0,0.0
1639901,0,0,0,0,0,0,157.0,0.0,157.0,0.0,0.0
1631201,0,0,0,0,0,0,60.0,0.0,60.0,0.0,0.0
1631102,0,0,0,0,0,0,655.0,6.0,661.0,0.0,0.0
1139301,0,0,0,0,0,0,186.0,0.0,186.0,0.0,0.0
1462002,0,0,0,0,0,0,571.0,4.0,575.0,0.0,0.0
1464901,0,0,0,0,0,0,290.0,3.0,293.0,0.0,0.0
1465101,0,0,0,0,0,0,1898.0,35.0,1933.0,0.0,0.0
1472402,0,0,0,0,0,0,83.0,0.0,83.0,0.0,0.0
1475501,0,0,0,0,0,0,1896.0,1.0,1897.0,0.0,0.0
1476201,0,0,0,0,0,0,576.0,3.0,579.0,0.0,0.0
1476901,0,0,0,0,0,0,92.0,0.0,92.0,0.0,0.0
1477401,0,0,0,0,0,0,1236.0,11.0,1247.0,0.0,0.0
1478101,0,0,0,0,0,0,974.0,2.0,976.0,0.0,0.0
1478201,0,0,0,0,0,0,22.0,13.0,35.0,0.0,0.0
1478901,0,0,0,0,0,0,32.0,0.0,32.0,0.0,0.0
1479201,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0
1582001,0,0,0,0,0,0,101.0,11.0,112.0,0.0,0.0
1620202,0,0,0,0,0,0,389.0,26.0,415.0,0.0,0.0
1774001,0,0,0,0,0,0,8.0,0.0,8.0,0.0,0.0
1791201,0,0,0,0,0,0,678.0,60.0,738.0,0.0,0.0
2022003,0,0,0,0,0,0,17.0,0.0,17.0,0.0,0.0
2014301,0,0,0,0,0,0,7.0,0.0,7.0,0.0,0.0
2011902,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0
2012102,0,0,0,0,0,0,28.0,0.0,28.0,0.0,0.0
2012802,0,0,0,0,0,0,224.0,0.0,224.0,0.0,0.0
2012901,0,0,0,0,0,0,233.0,0.0,233.0,0.0,0.0
2013002,0,0,0,0,0,0,54.0,0.0,54.0,0.0,0.0
2014103,0,0,0,0,0,0,172.0,4.0,176.0,0.0,0.0
2014201,0,0,0,0,0,0,236.0,1.0,237.0,0.0,0.0
2014302,0,0,0,0,0,0,2.0,0.0,2.0,0.0,0.0
1799002,0,0,0,0,0,0,18.0,0.0,18.0,0.0,0.0
2014901,0,0,0,0,0,0,220.0,11.0,231.0,0.0,0.0
2014902,0,0,0,0,0,0,59.0,6.0,65.0,0.0,0.0
2016202,0,0,0,0,0,0,38.0,3.0,41.0,0.0,0.0
2016303,0,0,0,0,0,0,15.0,0.0,15.0,0.0,0.0
2016401,0,0,0,0,0,0,125.0,2.0,127.0,0.0,0.0
2017001,0,0,0,0,0,0,70.0,0.0,70.0,0.0,0.0
2017003,0,0,0,0,0,0,0.0,0.0,0.0,,
2011901,0,0,0,0,0,0,79.0,1.0,80.0,0.0,0.0
2011501,0,0,0,0,0,0,0.0,0.0,0.0,,
2011102,0,0,0,0,0,0,64.0,0.0,64.0,0.0,0.0
1970002,0,0,0,0,0,0,94.0,0.0,94.0,0.0,0.0
1829101,0,0,0,0,0,0,2552.0,2.0,2554.0,0.0,0.0
1842101,0,0,0,0,0,0,250.0,0.0,250.0,0.0,0.0
1855301,0,0,0,0,0,0,361.0,366.0,727.0,0.0,0.0
1855901,0,0,0,0,0,0,989.0,239.0,1228.0,0.0,0.0
1856001,0,0,0,0,0,0,2615.0,160.0,2775.0,0.0,0.0
1900101,0,0,0,0,0,0,16.0,0.0,16.0,0.0,0.0
1900301,0,0,0,0,0,0,225.0,0.0,225.0,0.0,0.0
1941201,0,0,0,0,0,0,1834.0,138.0,1972.0,0.0,0.0
1952401,0,0,0,0,0,0,129.0,0.0,129.0,0.0,0.0
1952901,0,0,0,0,0,0,22.0,0.0,22.0,0.0,0.0
1960901,0,0,0,0,0,0,633.0,8.0,641.0,0.0,0.0
1960902,0,0,0,0,0,0,3.0,0.0,3.0,0.0,0.0
1960903,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
1960905,0,0,0,0,0,0,0.0,0.0,0.0,,
1960906,0,0,0,0,0,0,0.0,0.0,0.0,,
2900501,0,0,0,0,0,0,39.0,0.0,39.0,0.0,0.0
2900601,0,0,0,0,0,0,533.0,28.0,561.0,0.0,0.0
2931201,0,0,0,0,0,0,49.0,6.0,55.0,0.0,0.0
3324003,0,0,0,0,0,0,14.0,0.0,14.0,0.0,0.0
3309202,0,0,0,0,0,0,15.0,0.0,15.0,0.0,0.0
3309901,0,0,0,0,0,0,12.0,0.0,12.0,0.0,0.0
3321001,0,0,0,0,0,0,693.0,2.0,695.0,0.0,0.0
3321002,0,0,0,0,0,0,23.0,0.0,23.0,0.0,0.0
3322001,0,0,0,0,0,0,23.0,0.0,23.0,0.0,0.0
3322003,0,0,0,0,0,0,0.0,0.0,0.0,,
3324002,0,0,0,0,0,0,0.0,0.0,0.0,,
3325001,0,0,0,0,0,0,50.0,0.0,50.0,0.0,0.0
3329004,0,0,0,0,0,0,3.0,0.0,3.0,0.0,0.0
3325002,0,0,0,0,0,0,0.0,0.0,0.0,,
3325003,0,0,0,0,0,0,160.0,1.0,161.0,0.0,0.0
3325005,0,0,0,0,0,0,7.0,0.0,7.0,0.0,0.0
3325006,0,0,0,0,0,0,12.0,0.0,12.0,0.0,0.0
3325007,0,0,0,0,0,0,5.0,0.0,5.0,0.0,0.0
3325008,0,0,0,0,0,0,91.0,0.0,91.0,0.0,0.0
3329002,0,0,0,0,0,0,8.0,0.0,8.0,0.0,0.0
3309101,0,0,0,0,0,0,25.0,0.0,25.0,0.0,0.0
3292002,0,0,0,0,0,0,67.0,0.0,67.0,0.0,0.0
3282902,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
3282601,0,0,0,0,0,0,21.0,0.0,21.0,0.0,0.0
3265106,0,0,0,0,0,0,36.0,1.0,37.0,0.0,0.0
3265108,0,0,0,0,0,0,3.0,0.0,3.0,0.0,0.0
3265109,0,0,0,0,0,0,99.0,3.0,102.0,0.0,0.0
3265201,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
3271201,0,0,0,0,0,0,172.0,2.0,174.0,0.0,0.0
3273201,0,0,0,0,0,0,16.0,0.0,16.0,0.0,0.0
3274001,0,0,0,0,0,0,353.0,3.0,356.0,0.0,0.0
3274002,0,0,0,0,0,0,5.0,0.0,5.0,0.0,0.0
3275002,0,0,0,0,0,0,21.0,0.0,21.0,0.0,0.0
3279004,0,0,0,0,0,0,0.0,0.0,0.0,,
3279005,0,0,0,0,0,0,0.0,0.0,0.0,,
3279006,0,0,0,0,0,0,18.0,0.0,18.0,0.0,0.0
3281902,0,0,0,0,0,0,37.0,0.0,37.0,0.0,0.0
3282102,0,0,0,0,0,0,49.0,0.0,49.0,0.0,0.0
3282202,0,0,0,0,0,0,12.0,5.0,17.0,0.0,0.0
3329003,0,0,0,0,0,0,33.0,0.0,33.0,0.0,0.0
3329005,0,0,0,0,0,0,11.0,0.0,11.0,0.0,0.0
3265104,0,0,0,0,0,0,7.0,0.0,7.0,0.0,0.0
4072901,0,0,0,0,0,0,13.0,0.0,13.0,0.0,0.0
3960901,0,0,0,0,0,0,10.0,0.0,10.0,0.0,0.0
3970001,0,0,0,0,0,0,20.0,32.0,52.0,0.0,0.0
3990001,0,0,0,0,0,0,218.0,26.0,244.0,0.0,0.0
4031101,0,0,0,0,0,0,59.0,6.0,65.0,0.0,0.0
4031102,0,0,0,0,0,0,2.0,1.0,3.0,0.0,0.0
4031201,0,0,0,0,0,0,66.0,1.0,67.0,0.0,0.0
4031202,0,0,0,0,0,0,1.0,1.0,2.0,0.0,0.0
4089901,0,0,0,0,0,0,16.0,0.0,16.0,0.0,0.0
3331101,0,0,0,0,0,0,88.0,4.0,92.0,0.0,0.0
4101102,0,0,0,0,0,0,124.0,5.0,129.0,0.0,0.0
4101103,0,0,0,0,0,0,0.0,0.0,0.0,,
4103003,0,0,0,0,0,0,8.0,1.0,9.0,0.0,0.0
4103005,0,0,0,0,0,0,62.0,0.0,62.0,0.0,0.0
4106301,0,0,0,0,0,0,9.0,2.0,11.0,0.0,0.0
4110301,0,0,0,0,0,0,50.0,0.0,50.0,0.0,0.0
4110302,0,0,0,0,0,0,13.0,0.0,13.0,0.0,0.0
3960301,0,0,0,0,0,0,213.0,5.0,218.0,0.0,0.0
3949201,0,0,0,0,0,0,187.0,151.0,338.0,0.0,0.0
3932101,0,0,0,0,0,0,185.0,11.0,196.0,0.0,0.0
3931902,0,0,0,0,0,0,33.0,102.0,135.0,0.0,0.0
3331301,0,0,0,0,0,0,82.0,33.0,115.0,0.0,0.0
3331401,0,0,0,0,0,0,127.0,0.0,127.0,0.0,0.0
3475901,0,0,0,0,0,0,24.0,24.0,48.0,0.0,0.0
3521001,0,0,0,0,0,0,6.0,0.0,6.0,0.0,0.0
3581201,0,0,0,0,0,0,0.0,0.0,0.0,,
3592001,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
3611002,0,0,0,0,0,0,158.0,0.0,158.0,0.0,0.0
3611003,0,0,0,0,0,0,140.0,0.0,140.0,0.0,0.0
3711002,0,0,0,0,0,0,22.0,230.0,252.0,0.0,0.0
3741001,0,0,0,0,0,0,121.0,0.0,121.0,0.0,0.0
3772101,0,0,0,0,0,0,3.0,0.0,3.0,0.0,0.0
3813001,0,0,0,0,0,0,192.0,0.0,192.0,0.0,0.0
3855901,0,0,0,0,0,0,306.0,15.0,321.0,0.0,0.0
3869202,0,0,0,0,0,0,130.0,2.0,132.0,0.0,0.0
3931901,0,0,0,0,0,0,34.0,1.0,35.0,0.0,0.0
3265105,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
3265101,0,0,0,0,0,0,512.0,2.0,514.0,0.0,0.0
2951201,0,0,0,0,0,0,83.0,0.0,83.0,0.0,0.0
3139203,0,0,0,0,0,0,21.0,0.0,21.0,0.0,0.0
3110201,0,0,0,0,0,0,261.0,3.0,264.0,0.0,0.0
3110202,0,0,0,0,0,0,8.0,0.0,8.0,0.0,0.0
3110203,0,0,0,0,0,0,22.0,1.0,23.0,0.0,0.0
3110204,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
3110402,0,0,0,0,0,0,73.0,0.0,73.0,0.0,0.0
3120001,0,0,0,0,0,0,111.0,1.0,112.0,0.0,0.0
3131101,0,0,0,0,0,0,62.0,0.0,62.0,0.0,0.0
3139204,0,0,0,0,0,0,5.0,0.0,5.0,0.0,0.0
3163002,0,0,0,0,0,0,6.0,0.0,6.0,0.0,0.0
3139901,0,0,0,0,0,0,82.0,0.0,82.0,0.0,0.0
3141002,0,0,0,0,0,0,209.0,4.0,213.0,0.0,0.0
3143001,0,0,0,0,0,0,150.0,0.0,150.0,0.0,0.0
3151201,0,0,0,0,0,0,186.0,0.0,186.0,0.0,0.0
3151202,0,0,0,0,0,0,37.0,0.0,37.0,0.0,0.0
3151302,0,0,0,0,0,0,12.0,1.0,13.0,0.0,0.0
3152102,0,0,0,0,0,0,16.0,0.0,16.0,0.0,0.0
3109003,0,0,0,0,0,0,3.0,0.0,3.0,0.0,0.0
3108902,0,0,0,0,0,0,170.0,4.0,174.0,0.0,0.0
3108404,0,0,0,0,0,0,72.0,0.0,72.0,0.0,0.0
3108403,0,0,0,0,0,0,911.0,0.0,911.0,0.0,0.0
2952301,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
2952901,0,0,0,0,0,0,148.0,2.0,150.0,0.0,0.0
2960901,0,0,0,0,0,0,95.0,12.0,107.0,0.0,0.0
3089101,0,0,0,0,0,0,28.0,0.0,28.0,0.0,0.0
3089201,0,0,0,0,0,0,196.0,0.0,196.0,0.0,0.0
3089202,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
3102002,0,0,0,0,0,0,121.0,0.0,121.0,0.0,0.0
3105102,0,0,0,0,0,0,99.0,11.0,110.0,0.0,0.0
3105103,0,0,0,0,0,0,18.0,0.0,18.0,0.0,0.0
3106101,0,0,0,0,0,0,401.0,3.0,404.0,0.0,0.0
3106201,0,0,0,0,0,0,33.0,3.0,36.0,0.0,0.0
3108202,0,0,0,0,0,0,27.0,0.0,27.0,0.0,0.0
3108203,0,0,0,0,0,0,11.0,1.0,12.0,0.0,0.0
3108301,0,0,0,0,0,0,19.0,0.0,19.0,0.0,0.0
3108402,0,0,0,0,0,0,23.0,0.0,23.0,0.0,0.0
3152201,0,0,0,0,0,0,292.0,0.0,292.0,0.0,0.0
3169001,0,0,0,0,0,0,310.0,1.0,311.0,0.0,0.0
3264002,0,0,0,0,0,0,0.0,0.0,0.0,,
3259202,0,0,0,0,0,0,47.0,0.0,47.0,0.0,0.0
3221903,0,0,0,0,0,0,47.0,0.0,47.0,0.0,0.0
3222902,0,0,0,0,0,0,46.0,1.0,47.0,0.0,0.0
3231001,0,0,0,0,0,0,91.0,1.0,92.0,0.0,0.0
3239901,0,0,0,0,0,0,47.0,0.0,47.0,0.0,0.0
3242101,0,0,0,0,0,0,51.0,0.0,51.0,0.0,0.0
3242102,0,0,0,0,0,0,2.0,0.0,2.0,0.0,0.0
3242104,0,0,0,0,0,0,0.0,0.0,0.0,,
3259302,0,0,0,0,0,0,0.0,0.0,0.0,,
3169002,0,0,0,0,0,0,5.0,0.0,5.0,0.0,0.0
3261001,0,0,0,0,0,0,56.0,1.0,57.0,0.0,0.0
3261002,0,0,0,0,0,0,59.0,1.0,60.0,0.0,0.0
3261003,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
3261004,0,0,0,0,0,0,2.0,0.0,2.0,0.0,0.0
3262001,0,0,0,0,0,0,28.0,0.0,28.0,0.0,0.0
3263001,0,0,0,0,0,0,19.0,0.0,19.0,0.0,0.0
3264001,0,0,0,0,0,0,6.0,0.0,6.0,0.0,0.0
3210005,0,0,0,0,0,0,70.0,0.0,70.0,0.0,0.0
1131202,0,0,0,0,0,0,63.0,1.0,64.0,0.0,0.0
3210002,0,0,0,0,0,0,20.0,3.0,23.0,0.0,0.0
3203002,0,0,0,0,0,0,33.0,0.0,33.0,0.0,0.0
3169003,0,0,0,0,0,0,17.0,0.0,17.0,0.0,0.0
3181201,0,0,0,0,0,0,499.0,8.0,507.0,0.0,0.0
3181202,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0
3181203,0,0,0,0,0,0,487.0,0.0,487.0,0.0,0.0
3201401,0,0,0,0,0,0,25.0,0.0,25.0,0.0,0.0
3202201,0,0,0,0,0,0,224.0,7.0,231.0,0.0,0.0
3202301,0,0,0,0,0,0,595.0,1.0,596.0,0.0,0.0
3202302,0,0,0,0,0,0,147.0,0.0,147.0,0.0,0.0
3202303,0,0,0,0,0,0,87.0,0.0,87.0,0.0,0.0
3202304,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
3202901,0,0,0,0,0,0,107.0,2.0,109.0,0.0,0.0
3202902,0,0,0,0,0,0,0.0,0.0,0.0,,
3202903,0,0,0,0,0,0,8.0,0.0,8.0,0.0,0.0
3202904,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
3203001,0,0,0,0,0,0,38.0,0.0,38.0,0.0,0.0
5960901,0,0,0,0,0,0,29.0,12.0,41.0,0.0,0.0
